446,14,25,4,422,2
447,15,25,4,298,14
448,16,25,3,155,18
449,17,25,5,551,4
450,18,25,4,384,8
451,1,26,4,341,10
452,2,26,3,166,14
453,3,26,4,318,18
454,4,26,4,430,2
455,5,26,5,488,8
456,6,26,3,169,16
457,7,26,5,477,6
458,8,26,4,393,4
459,9,26,4,299,12
460,10,26,4,336,11
461,11,26,3,186,7
462,12,26,5,504,13
463,13,26,4,412,5
464,14,26,4,414,1
465,15,26,5,532,15
466,16,26,4,422,3
467,17,26,3,174,17
468,18,26,4,403,9
469,1,27,4,318,10
470,2,27,3,150,14
471,3,27,4,302,18
472,4,27,4,403,2
473,5,27,5,469,8
474,6,27,3,156,16
475,7,27,5,462,6
476,8,27,4,361,4
477,9,27,4,280,12
478,10,27,4,281,11
479,11,27,3,165,7
480,12,27,5,481,13
481,13,27,4,332,5
482,14,27,4,351,1
483,15,27,5,510,15
484,16,27,4,370,3
485,17,27,3,159,17
486,18,27,4,375,9
487,1,28,4,302,14
488,2,28,4,302,16
489,3,28,3,147,18
490,4,28,4,410,6
491,5,28,4,367,4
492,6,28,4,389,2
493,7,28,4,332,8
494,8,28,5,497,10
495,9,28,3,174,12
496,10,28,5,500,15
497,11,28,4,374,11
498,12,28,4,414,5
499,13,28,4,424,1
500,14,28,3,172,13
501,15,28,4,387,9
502,16,28,5,513,7
503,17,28,3,160,17
504,18,28,4,413,3
505,1,29,4,291,14
506,2,29,4,280,16
507,3,29,3,137,18
508,4,29,4,403,6
509,5,29,4,350,4
510,6,29,4,373,2
511,7,29,4,322,8
512,8,29,5,481,10
513,9,29,3,166,12
514,10,29,5,489,15
515,11,29,4,359,11
516,12,29,4,392,5
517,13,29,4,408,1
518,14,29,3,115,13
519,15,29,4,376,9
520,16,29,5,473,7
521,17,29,3,137,17
522,18,29,4,398,3
523,1,30,3,167,16
524,2,30,4,411,1
525,3,30,3,200,13
526,4,30,4,409,3
527,5,30,4,375,5
528,6,30,4,314,18
529,7,30,5,508,9
530,8,30,4,388,4
531,9,30,3,147,17
532,10,30,4,316,15
533,11,30,4,333,8
534,12,30,3,203,6
535,13,30,4,294,14
536,14,30,5,495,7
537,15,30,3,173,12
538,16,30,4,429,2
539,17,30,5,491,11
540,18,30,4,324,10
541,1,31,3,157,16
542,2,31,4,358,1
543,3,31,3,185,12
544,4,31,4,401,3
545,5,31,4,357,4
546,6,31,4,307,18
547,7,31,5,496,7
548,8,31,4,375,2
549,9,31,3,135,15
550,10,31,4,305,17
551,11,31,4,326,6
552,12,31,3,182,9
553,13,31,4,284,13
554,14,31,5,485,8
555,15,31,3,162,14
556,16,31,4,362,5
557,17,31,5,480,10
558,18,31,4,311,11
559,1,32,4,388,9
560,2,32,3,151,15
561,3,32,4,300,17
562,4,32,4,326,13
563,5,32,4,377,6
564,6,32,5,428,11
565,7,32,3,194,2
566,8,32,4,397,7
567,9,32,5,512,4
568,10,32,4,360,8
569,11,32,5,466,12
570,12,32,3,128,16
571,13,32,4,361,3
572,14,32,4,287,18
573,15,32,4,437,1
574,16,32,5,481,14
575,17,32,3,183,5
576,18,32,4,371,10
