id,stableford_score,sandy,golf_round_id,hole_id,player_id,handicap_id,strokes,match_play_result,team
1,0,0,1,19,1,4,7,,
2,1,0,1,20,1,4,4,,
3,2,0,1,21,1,4,5,,
4,2,0,1,22,1,4,6,,
5,2,0,1,23,1,4,5,,
6,1,0,1,24,1,4,7,,
7,2,0,1,25,1,4,4,,
8,2,0,1,26,1,4,5,,
9,1,0,1,27,1,4,6,,
10,1,0,1,28,1,4,6,,
11,2,0,1,29,1,4,4,,
12,0,0,1,30,1,4,7,,
13,3,0,1,31,1,4,5,,
14,2,0,1,32,1,4,5,,
15,2,0,1,33,1,4,5,,
16,2,0,1,34,1,4,3,,
17,2,0,1,35,1,4,5,,
18,1,0,1,36,1,4,7,,
19,1,0,2,37,1,4,7,,
20,2,0,2,38,1,4,5,,
21,1,0,2,39,1,4,5,,
22,2,0,2,40,1,4,5,,
23,0,0,2,41,1,4,7,,
24,0,0,2,42,1,4,6,,
25,2,0,2,43,1,4,5,,
26,2,0,2,44,1,4,5,,
27,3,0,2,45,1,4,4,,
28,0,0,2,46,1,4,7,,
29,0,0,2,47,1,4,8,,
30,1,0,2,48,1,4,6,,
31,1,0,2,49,1,4,4,,
32,1,0,2,50,1,4,6,,
33,2,0,2,51,1,4,5,,
34,0,0,2,52,1,4,8,,
35,3,0,2,53,1,4,3,,
36,0,0,2,54,1,4,7,,
37,1,0,3,37,1,4,7,,
38,1,0,3,38,1,4,6,,
39,1,0,3,39,1,4,5,,
40,2,0,3,40,1,4,5,,
41,2,0,3,41,1,4,5,,
42,2,0,3,42,1,4,4,,
43,2,0,3,43,1,4,5,,
44,2,0,3,44,1,4,5,,
45,3,0,3,45,1,4,4,,
46,0,0,3,46,1,4,7,,
47,2,0,3,47,1,4,6,,
48,0,0,3,48,1,4,7,,
49,2,0,3,49,1,4,3,,
50,0,0,3,50,1,4,7,,
51,0,0,3,51,1,4,7,,
52,0,0,3,52,1,4,8,,
53,2,0,3,53,1,4,4,,
54,0,0,3,54,1,4,7,,
55,0,0,4,55,1,4,8,,
56,0,0,4,56,1,4,7,,
57,1,0,4,57,1,4,5,,
58,2,0,4,58,1,4,5,,
59,0,0,4,59,1,4,8,,
60,2,0,4,60,1,4,4,,
61,0,0,4,61,1,4,7,,
62,2,0,4,62,1,4,5,,
63,2,0,4,63,1,4,5,,
64,2,0,4,64,1,4,5,,
65,1,0,4,65,1,4,7,,
66,2,0,4,66,1,4,5,,
67,1,0,4,67,1,4,4,,
68,2,0,4,68,1,4,5,,
69,0,0,4,69,1,4,7,,
70,0,0,4,70,1,4,8,,
71,0,0,4,71,1,4,5,,
72,0,0,4,72,1,4,7,,
73,0,0,5,19,1,4,7,,
74,2,0,5,20,1,4,3,,
75,2,0,5,21,1,4,5,,
76,2,0,5,22,1,4,6,,
77,1,0,5,23,1,4,6,,
78,3,0,5,24,1,4,5,,
79,2,0,5,25,1,4,4,,
80,2,0,5,26,1,4,5,,
81,1,0,5,27,1,4,6,,
82,1,0,5,28,1,4,6,,
83,1,0,5,29,1,4,5,,
84,1,0,5,30,1,4,6,,
85,0,0,5,31,1,4,8,,
86,0,0,5,32,1,4,7,,
87,2,0,5,33,1,4,5,,
88,0,0,5,34,1,4,5,,
89,2,0,5,35,1,4,5,,
90,2,0,5,36,1,4,6,,
91,1,0,1,19,2,1,6,,
92,2,0,1,20,2,1,3,,
93,2,0,1,21,2,1,4,,
94,3,0,1,22,2,1,5,,
95,0,0,1,23,2,1,7,,
96,2,0,1,24,2,1,6,,
