id,stableford_score,sandy,golf_round_id,hole_id,player_id,strokes,handicap_index
3244,3,0,42,504,1,5,18.5
3245,4,0,42,487,4,3,14.8
3246,0,0,42,488,4,7,14.8
3247,2,0,42,489,4,3,14.8
3248,2,0,42,490,4,5,14.8
3249,2,0,42,491,4,5,14.8
3250,3,0,42,492,4,4,14.8
3251,3,0,42,493,4,4,14.8
3252,2,0,42,494,4,6,14.8
3253,2,0,42,495,4,4,14.8
3254,2,0,42,496,4,6,14.8
3255,0,0,42,497,4,7,14.8
3256,3,0,42,498,4,4,14.8
3257,3,0,42,499,4,4,14.8
3258,3,0,42,500,4,3,14.8
3259,2,0,42,501,4,5,14.8
3260,2,0,42,502,4,6,14.8
3261,1,0,42,503,4,5,14.8
3262,2,0,42,504,4,5,14.8
3299,2,0,44,307,1,5,19.1
3300,2,0,44,308,1,5,19.1
3301,2,0,44,309,1,4,19.1
3302,0,0,44,310,1,7,19.1
3303,1,0,44,311,1,7,19.1
3304,0,0,44,312,1,5,19.1
3305,1,0,44,313,1,6,19.1
3306,1,0,44,314,1,6,19.1
3307,4,0,44,315,1,4,19.1
3308,2,0,44,316,1,5,19.1
3309,0,0,44,317,1,7,19.1
3310,2,0,44,318,1,4,19.1
3311,2,1,44,319,1,5,19.1
3312,2,0,44,320,1,6,19.1
3313,0,0,44,321,1,7,19.1
3314,2,0,44,322,1,5,19.1
3315,3,0,44,323,1,3,19.1
3316,3,0,44,324,1,5,19.1
3317,1,0,44,307,4,5,15.7
3318,1,0,44,308,4,6,15.7
3319,3,0,44,309,4,3,15.7
3320,0,1,44,310,4,7,15.7
3321,2,0,44,311,4,6,15.7
3322,1,0,44,312,4,4,15.7
3323,2,0,44,313,4,5,15.7
3324,3,0,44,314,4,4,15.7
3325,3,0,44,315,4,5,15.7
3326,2,0,44,316,4,5,15.7
3327,2,0,44,317,4,4,15.7
3328,2,0,44,318,4,4,15.7
3329,4,0,44,319,4,3,15.7
3330,5,0,44,320,4,3,15.7
3331,2,0,44,321,4,5,15.7
3332,2,0,44,322,4,5,15.7
3333,1,0,44,323,4,4,15.7
3334,2,0,44,324,4,6,15.7
3335,2,0,44,307,8,6,48.0
3336,3,0,44,308,8,6,48.0
3337,4,0,44,309,8,3,48.0
3338,0,0,44,310,8,9,48.0
3339,3,0,44,311,8,7,48.0
3340,4,0,44,312,8,3,48.0
3341,1,0,44,313,8,8,48.0
3342,2,0,44,314,8,7,48.0
3343,2,0,44,315,8,8,48.0
3344,3,0,44,316,8,6,48.0
3345,2,0,44,317,8,6,48.0
3346,4,0,44,318,8,4,48.0
3347,4,0,44,319,8,5,48.0
3348,4,0,44,320,8,6,48.0
3349,3,0,44,321,8,6,48.0
3350,3,0,44,322,8,6,48.0
3351,3,0,44,323,8,4,48.0
3352,6,0,44,324,8,4,48.0
3353,2,0,45,73,1,5,18.6
3354,0,0,45,74,1,8,18.6
3355,3,0,45,75,1,3,18.6
3356,3,0,45,76,1,3,18.6
3357,1,0,45,77,1,6,18.6
3358,2,1,45,78,1,5,18.6
3359,4,0,45,79,1,4,18.6
3360,2,0,45,80,1,5,18.6
3361,3,0,45,81,1,4,18.6
3362,3,0,45,82,1,4,18.6
3363,3,0,45,83,1,4,18.6
3364,3,0,45,84,1,3,18.6
3365,2,0,45,85,1,6,18.6
3366,3,0,45,86,1,3,18.6
3367,3,0,45,87,1,6,18.6
3368,2,0,45,88,1,5,18.6
3369,3,0,45,89,1,3,18.6
3370,0,0,45,90,1,7,18.6
3371,2,0,45,73,11,5,21.4
3372,3,0,45,74,11,5,21.4
3373,2,0,45,75,11,4,21.4
3374,3,0,45,76,11,3,21.4
3375,0,0,45,77,11,7,21.4
3376,1,0,45,78,11,6,21.4
3377,1,0,45,79,11,7,21.4
3378,2,1,45,80,11,5,21.4
3379,3,0,45,81,11,5,21.4
3380,1,0,45,82,11,6,21.4
3381,2,0,45,83,11,5,21.4
3382,2,0,45,84,11,4,21.4
3383,2,0,45,85,11,7,21.4
3384,3,0,45,86,11,3,21.4
3385,2,0,45,87,11,7,21.4
3386,1,0,45,88,11,7,21.4
3387,2,0,45,89,11,4,21.4
3388,1,0,45,90,11,6,21.4
3461,1,0,47,199,1,6,18.6
3462,3,0,47,200,1,5,18.6
3463,0,1,47,201,1,6,18.6
3464,3,0,47,202,1,5,18.6
3465,3,0,47,203,1,5,18.6
3466,1,0,47,204,1,5,18.6
3467,2,0,47,205,1,6,18.6
3468,1,1,47,206,1,6,18.6
3469,1,0,47,207,1,7,18.6
3470,1,0,47,208,1,6,18.6
3471,2,0,47,209,1,5,18.6
3472,3,0,47,210,1,3,18.6
3473,4,0,47,211,1,5,18.6
3474,1,0,47,212,1,6,18.6
3475,2,0,47,213,1,4,18.6
3476,2,0,47,214,1,6,18.6
3477,0,0,47,215,1,8,18.6
3478,1,1,47,216,1,7,18.6
3479,2,0,47,199,2,4,6.2
3480,3,0,47,200,2,4,6.2
3481,2,0,47,201,2,3,6.2
3482,2,0,47,202,2,5,6.2
3483,3,0,47,203,2,4,6.2
3484,1,0,47,204,2,5,6.2
3485,2,0,47,205,2,5,6.2
3486,0,0,47,206,2,6,6.2
3487,3,0,47,207,2,4,6.2
3488,2,0,47,208,2,4,6.2
3489,0,0,47,209,2,6,6.2
3490,1,0,47,210,2,4,6.2
3491,3,0,47,211,2,5,6.2
3492,1,0,47,212,2,5,6.2
3493,2,0,47,213,2,4,6.2
3494,1,1,47,214,2,6,6.2
3495,2,0,47,215,2,5,6.2
3496,3,0,47,216,2,5,6.2
3497,3,0,47,199,4,4,15.6
3498,1,1,47,200,4,6,15.6
3499,2,0,47,201,4,4,15.6
3500,3,0,47,202,4,5,15.6
3501,2,0,47,203,4,6,15.6
3502,3,0,47,204,4,3,15.6
3503,3,0,47,205,4,5,15.6
3504,3,0,47,206,4,4,15.6
3505,3,0,47,207,4,4,15.6
3506,2,0,47,208,4,5,15.6
3507,1,1,47,209,4,6,15.6
3508,2,0,47,210,4,4,15.6
3509,3,0,47,211,4,5,15.6
3510,0,0,47,212,4,7,15.6
3511,2,0,47,213,4,4,15.6
3512,3,0,47,214,4,5,15.6
3513,1,0,47,215,4,6,15.6
3514,3,0,47,216,4,5,15.6
3515,0,0,47,199,5,6,1.1
3516,0,0,47,200,5,6,1.1
3517,1,0,47,201,5,4,1.1
3518,2,0,47,202,5,5,1.1
3519,3,0,47,203,5,4,1.1
3520,2,0,47,204,5,3,1.1
3521,2,0,47,205,5,5,1.1
3522,1,0,47,206,5,5,1.1
3523,3,0,47,207,5,3,1.1
3524,3,0,47,208,5,3,1.1
3525,1,0,47,209,5,5,1.1
3526,2,0,47,210,5,3,1.1
3527,3,1,47,211,5,5,1.1
3528,2,0,47,212,5,4,1.1
3529,2,0,47,213,5,3,1.1
3530,2,0,47,214,5,5,1.1
3531,1,0,47,215,5,5,1.1
3532,4,0,47,216,5,3,1.1
3533,3,0,48,253,1,4,18.6
3534,2,0,48,254,1,6,18.6
3535,4,0,48,255,1,3,18.6
3536,3,0,48,256,1,5,18.6
3537,1,1,48,257,1,7,18.6
3538,1,0,48,258,1,6,18.6
3539,3,0,48,259,1,5,18.6
3540,1,0,48,260,1,5,18.6
3541,2,0,48,261,1,6,18.6
3542,3,0,48,262,1,4,18.6
3543,1,1,48,263,1,6,18.6
3544,2,0,48,264,1,6,18.6
3545,3,1,48,265,1,5,18.6
3546,1,0,48,266,1,5,18.6
3547,4,0,48,267,1,4,18.6
3548,1,0,48,268,1,7,18.6
3549,1,0,48,269,1,5,18.6
3550,4,0,48,270,1,4,18.6
3551,2,0,48,253,2,4,6.2
3552,2,0,48,254,2,5,6.2
3553,2,1,48,255,2,4,6.2
3554,1,0,48,256,2,6,6.2
3555,2,0,48,257,2,6,6.2
3556,0,0,48,258,2,6,6.2
3557,3,1,48,259,2,4,6.2
3558,1,0,48,260,2,4,6.2
3559,1,1,48,261,2,6,6.2
3560,2,0,48,262,2,5,6.2
3561,1,0,48,263,2,5,6.2
3562,0,0,48,264,2,7,6.2
3563,1,0,48,265,2,6,6.2
3564,1,0,48,266,2,4,6.2
3565,0,0,48,267,2,7,6.2
3566,0,0,48,268,2,8,6.2
3567,2,1,48,269,2,3,6.2
3568,0,0,48,270,2,7,6.2
3569,2,0,48,253,4,5,15.6
3570,3,0,48,254,4,5,15.6
3571,2,0,48,255,4,4,15.6
3572,1,1,48,256,4,6,15.6
3573,3,0,48,257,4,5,15.6
3574,3,0,48,258,4,4,15.6
3575,4,0,48,259,4,4,15.6
3576,1,0,48,260,4,5,15.6
3577,2,0,48,261,4,6,15.6
3578,2,0,48,262,4,5,15.6
3579,1,0,48,263,4,6,15.6
3580,2,1,48,264,4,6,15.6
3581,2,0,48,265,4,5,15.6
3582,2,0,48,266,4,4,15.6
3583,2,0,48,267,4,5,15.6
3584,2,0,48,268,4,6,15.6
3585,1,0,48,269,4,5,15.6
3586,3,1,48,270,4,5,15.6
3587,2,0,48,253,5,4,1.1
3588,1,0,48,254,5,5,1.1
3589,1,0,48,255,5,4,1.1
3590,3,0,48,256,5,3,1.1
3591,2,0,48,257,5,5,1.1
3592,3,0,48,258,5,3,1.1
3593,2,0,48,259,5,5,1.1
3594,2,0,48,260,5,3,1.1
3595,3,0,48,261,5,4,1.1
3596,2,1,48,262,5,4,1.1
3597,2,0,48,263,5,4,1.1
3598,2,0,48,264,5,5,1.1
3599,2,0,48,265,5,4,1.1
3600,1,0,48,266,5,4,1.1
3601,2,0,48,267,5,4,1.1
3602,2,0,48,268,5,5,1.1
3603,2,0,48,269,5,3,1.1
3604,3,0,48,270,5,4,1.1
3605,0,0,49,559,1,7,18.6
3606,3,0,49,560,1,3,18.6
3607,1,1,49,561,1,6,18.6
3608,3,0,49,562,1,4,18.6
3609,3,0,49,563,1,4,18.6
3610,1,0,49,564,1,7,18.6
3611,4,0,49,565,1,3,18.6
3612,2,0,49,566,1,5,18.6
3613,3,0,49,567,1,6,18.6
3614,0,0,49,568,1,7,18.6
3615,0,0,49,569,1,8,18.6
3616,1,0,49,570,1,5,18.6
3617,4,0,49,571,1,4,18.6
3618,2,0,49,572,1,5,18.6
3619,1,0,49,573,1,7,18.6
3620,3,0,49,574,1,5,18.6
3621,3,0,49,575,1,4,18.6
3622,2,0,49,576,1,5,18.6
3623,2,0,49,559,2,4,6.2
3624,1,0,49,560,2,4,6.2
3625,2,0,49,561,2,4,6.2
3626,1,0,49,562,2,5,6.2
3627,0,0,49,563,2,7,6.2
3628,1,0,49,564,2,6,6.2
3629,3,0,49,565,2,3,6.2
3630,2,0,49,566,2,5,6.2
3631,3,0,49,567,2,5,6.2
3632,0,0,49,568,2,7,6.2
3633,1,0,49,569,2,6,6.2
3634,1,0,49,570,2,4,6.2
3635,1,0,49,571,2,6,6.2
3636,0,0,49,572,2,6,6.2
3637,3,0,49,573,2,4,6.2
3638,2,0,49,574,2,5,6.2
3639,2,0,49,575,2,4,6.2
3640,2,0,49,576,2,4,6.2
3641,2,0,49,559,4,5,15.6
3642,2,0,49,560,4,4,15.6
3643,3,0,49,561,4,4,15.6
3644,1,0,49,562,4,6,15.6
3645,1,1,49,563,4,6,15.6
3646,2,0,49,564,4,6,15.6
3647,2,0,49,565,4,4,15.6
3648,3,0,49,566,4,4,15.6
3649,3,0,49,567,4,5,15.6
3650,1,0,49,568,4,6,15.6
3651,2,0,49,569,4,6,15.6
3652,4,0,49,570,4,2,15.6
3653,1,1,49,571,4,6,15.6
3654,2,0,49,572,4,5,15.6
3655,2,0,49,573,4,6,15.6
3656,2,0,49,574,4,6,15.6
3657,2,0,49,575,4,4,15.6
3658,2,0,49,576,4,5,15.6
3659,2,0,49,559,5,4,1.1
3660,2,0,49,560,5,3,1.1
3661,2,0,49,561,5,4,1.1
3662,2,0,49,562,5,4,1.1
3663,1,0,49,563,5,5,1.1
3664,0,0,49,564,5,7,1.1
3665,2,1,49,565,5,4,1.1
3666,1,0,49,566,5,5,1.1
3667,3,0,49,567,5,4,1.1
3668,1,0,49,568,5,5,1.1
3669,2,0,49,569,5,5,1.1
3670,2,0,49,570,5,3,1.1
3671,3,0,49,571,5,3,1.1
3672,2,0,49,572,5,4,1.1
3673,1,0,49,573,5,6,1.1
3674,2,0,49,574,5,5,1.1
3675,1,0,49,575,5,4,1.1
3676,2,0,49,576,5,4,1.1
3677,2,0,50,199,1,5,18.6
3678,3,0,50,200,1,5,18.6
3679,2,0,50,201,1,4,18.6
3680,2,0,50,202,1,6,18.6
3681,3,0,50,203,1,5,18.6
3682,1,0,50,204,1,5,18.6
3683,2,0,50,205,1,6,18.6
3684,0,0,50,206,1,7,18.6
3685,3,0,50,207,1,5,18.6
3686,3,0,50,208,1,4,18.6
3687,3,0,50,209,1,4,18.6
3688,1,0,50,210,1,5,18.6
3689,3,0,50,211,1,6,18.6
3690,2,0,50,212,1,5,18.6
3691,2,0,50,213,1,4,18.6
3692,3,0,50,214,1,5,18.6
3693,4,0,50,215,1,4,18.6
3694,2,0,50,216,1,6,18.6
3695,2,0,50,199,2,4,6.2
3696,1,0,50,200,2,6,6.2
3697,2,0,50,201,2,3,6.2
3698,1,0,50,202,2,6,6.2
3699,2,0,50,203,2,5,6.2
3700,2,0,50,204,2,4,6.2
3701,2,0,50,205,2,5,6.2
3702,2,0,50,206,2,4,6.2
3703,3,0,50,207,2,4,6.2
3704,2,0,50,208,2,4,6.2
3705,3,0,50,209,2,3,6.2
3706,3,0,50,210,2,2,6.2
3707,3,0,50,211,2,5,6.2
3708,3,0,50,212,2,3,6.2
3709,1,1,50,213,2,5,6.2
3710,3,1,50,214,2,4,6.2
3711,3,1,50,215,2,4,6.2
3712,3,0,50,216,2,5,6.2
3713,3,0,50,199,4,4,15.6
3714,2,0,50,200,4,5,15.6
3715,2,0,50,201,4,4,15.6
3716,3,1,50,202,4,5,15.6
3717,3,0,50,203,4,5,15.6
3718,0,0,50,204,4,6,15.6
3719,2,0,50,205,4,6,15.6
3720,0,1,50,206,4,7,15.6
3721,3,0,50,207,4,4,15.6
3722,2,0,50,208,4,5,15.6
3723,1,1,50,209,4,6,15.6
3724,3,0,50,210,4,3,15.6
3725,2,0,50,211,4,6,15.6
3726,3,0,50,212,4,4,15.6
3727,3,0,50,213,4,3,15.6
3728,0,0,50,214,4,8,15.6
3729,2,0,50,215,4,5,15.6
3730,1,0,50,216,4,7,15.6
3731,1,0,50,199,5,5,1.1
3732,2,0,50,200,5,4,1.1
3733,2,0,50,201,5,3,1.1
3734,2,0,50,202,5,5,1.1
3735,3,0,50,203,5,4,1.1
3736,2,0,50,204,5,3,1.1
3737,3,0,50,205,5,4,1.1
3738,2,0,50,206,5,4,1.1
3739,1,0,50,207,5,5,1.1
3740,2,0,50,208,5,4,1.1
3741,2,0,50,209,5,4,1.1
3742,2,0,50,210,5,3,1.1
3743,3,0,50,211,5,5,1.1
3744,2,0,50,212,5,4,1.1
3745,2,0,50,213,5,3,1.1
3746,3,0,50,214,5,4,1.1
3747,2,0,50,215,5,4,1.1
3748,2,0,50,216,5,5,1.1
3893,2,1,53,253,1,5,18.6
3894,4,0,53,254,1,4,18.6
3895,4,0,53,255,1,3,18.6
3896,3,0,53,256,1,5,18.6
3897,2,0,53,257,1,6,18.6
3898,2,0,53,258,1,5,18.6
3899,3,0,53,259,1,5,18.6
3900,2,0,53,260,1,4,18.6
3901,1,0,53,261,1,7,18.6
3902,2,0,53,262,1,5,18.6
3903,2,0,53,263,1,5,18.6
3904,2,0,53,264,1,6,18.6
3905,2,0,53,265,1,6,18.6
3906,0,0,53,266,1,6,18.6
3907,4,0,53,267,1,4,18.6
3908,2,1,53,268,1,6,18.6
3909,3,0,53,269,1,3,18.6
3910,2,0,53,270,1,6,18.6
3911,2,0,53,253,2,4,6.2
3912,2,0,53,254,2,5,6.2
3913,3,0,53,255,2,3,6.2
3914,3,0,53,256,2,4,6.2
3915,3,0,53,257,2,5,6.2
3916,3,0,53,258,2,3,6.2
3917,3,0,53,259,2,4,6.2
3918,2,0,53,260,2,3,6.2
3919,3,0,53,261,2,4,6.2
3920,2,0,53,262,2,5,6.2
3921,2,0,53,263,2,4,6.2
3922,2,0,53,264,2,5,6.2
3923,2,0,53,265,2,5,6.2
3924,1,0,53,266,2,4,6.2
3925,3,0,53,267,2,4,6.2
3926,3,0,53,268,2,4,6.2
3927,1,1,53,269,2,4,6.2
3928,2,0,53,270,2,5,6.2
3929,2,0,53,253,4,5,15.6
3930,3,0,53,254,4,5,15.6
3931,2,0,53,255,4,4,15.6
3932,0,0,53,256,4,7,15.6
3933,2,0,53,257,4,6,15.6
3934,1,0,53,258,4,6,15.6
3935,2,0,53,259,4,6,15.6
3936,3,0,53,260,4,3,15.6
3937,2,0,53,261,4,6,15.6
3938,2,0,53,262,4,5,15.6
3939,3,0,53,263,4,4,15.6
3940,2,1,53,264,4,6,15.6
3941,2,0,53,265,4,5,15.6
3942,1,0,53,266,4,5,15.6
3943,2,0,53,267,4,5,15.6
3944,3,0,53,268,4,5,15.6
3945,2,0,53,269,4,4,15.6
3946,3,0,53,270,4,5,15.6
3947,2,0,53,253,5,4,1.1
3948,1,0,53,254,5,5,1.1
3949,0,1,53,255,5,5,1.1
3950,1,0,53,256,5,5,1.1
3951,3,0,53,257,5,4,1.1
3952,2,0,53,258,5,4,1.1
3953,2,0,53,259,5,5,1.1
3954,2,0,53,260,5,3,1.1
3955,2,0,53,261,5,5,1.1
3956,1,0,53,262,5,5,1.1
3957,3,0,53,263,5,3,1.1
3958,3,0,53,264,5,4,1.1
3959,2,0,53,265,5,4,1.1
3960,1,0,53,266,5,4,1.1
3961,3,0,53,267,5,3,1.1
3962,2,0,53,268,5,5,1.1
3963,1,0,53,269,5,4,1.1
3964,2,0,53,270,5,5,1.1
4001,1,0,55,451,1,6,19.1
4002,2,0,55,452,1,4,19.1
4003,2,0,55,453,1,5,19.1
4004,0,0,55,454,1,8,19.1
4005,0,1,55,455,1,8,19.1
4006,2,0,55,456,1,4,19.1
4007,3,0,55,457,1,5,19.1
4008,3,0,55,458,1,5,19.1
4009,0,0,55,459,1,7,19.1
4010,0,0,55,460,1,7,19.1
4011,2,0,55,461,1,4,19.1
4012,1,0,55,462,1,7,19.1
4013,0,0,55,463,1,8,19.1
4014,0,0,55,464,1,8,19.1
4015,3,0,55,465,1,5,19.1
4016,3,0,55,466,1,5,19.1
4017,1,0,55,467,1,5,19.1
4018,0,0,55,468,1,7,19.1
4019,2,0,55,451,4,5,15.9
4020,2,0,55,452,4,4,15.9
4021,3,0,55,453,4,4,15.9
4022,0,0,55,454,4,7,15.9
4023,2,0,55,455,4,6,15.9
4024,3,0,55,456,4,3,15.9
4025,1,0,55,457,4,7,15.9
4026,0,0,55,458,4,7,15.9
4027,2,0,55,459,4,5,15.9
4028,0,0,55,460,4,7,15.9
4029,2,0,55,461,4,4,15.9
4030,0,0,55,462,4,8,15.9
4031,2,0,55,463,4,5,15.9
4032,2,0,55,464,4,6,15.9
4033,3,0,55,465,4,5,15.9
4034,1,0,55,466,4,6,15.9
4035,3,0,55,467,4,3,15.9
4036,0,0,55,468,4,7,15.9
4037,1,0,55,451,6,7,28.3
4038,4,0,55,452,6,3,28.3
4039,0,0,55,453,6,7,28.3
4040,2,0,55,454,6,6,28.3
4041,2,0,55,455,6,7,28.3
4042,3,0,55,456,6,4,28.3
4043,0,0,55,457,6,9,28.3
4044,1,0,55,458,6,7,28.3
4045,3,0,55,459,6,5,28.3
4046,1,0,55,460,6,7,28.3
4047,2,1,55,461,6,5,28.3
4048,3,0,55,462,6,6,28.3
4049,0,0,55,463,6,8,28.3
4050,3,0,55,464,6,5,28.3
4051,2,0,55,465,6,7,28.3
4052,1,0,55,466,6,7,28.3
4053,1,0,55,467,6,5,28.3
4054,0,1,55,468,6,8,28.3
4055,1,0,55,451,8,8,39.0
4056,0,0,55,452,8,8,39.0
4057,1,1,55,453,8,7,39.0
4058,2,0,55,454,8,7,39.0
4059,2,0,55,455,8,8,39.0
4060,0,0,55,456,8,7,39.0
4061,2,0,55,457,8,8,39.0
4062,0,0,55,458,8,11,39.0
4063,3,0,55,459,8,5,39.0
4064,0,0,55,460,8,8,39.0
4065,4,0,55,461,8,4,39.0
4066,1,0,55,462,8,8,39.0
4067,2,0,55,463,8,7,39.0
4068,3,0,55,464,8,6,39.0
4069,2,0,55,465,8,7,39.0
4070,0,0,55,466,8,9,39.0
4071,0,0,55,467,8,7,39.0
4072,1,0,55,468,8,8,39.0
4073,2,0,56,343,1,5,18.6
4074,3,0,56,344,1,3,18.6
4075,1,0,56,345,1,6,18.6
4076,1,0,56,346,1,4,18.6
4077,0,0,56,347,1,7,18.6
4078,2,0,56,348,1,6,18.6
4079,1,0,56,349,1,6,18.6
4080,2,0,56,350,1,4,18.6
4081,2,0,56,351,1,5,18.6
4082,1,0,56,352,1,5,18.6
4083,1,0,56,353,1,5,18.6
4084,2,0,56,354,1,4,18.6
4085,3,0,56,355,1,4,18.6
4086,2,0,56,356,1,5,18.6
4087,0,0,56,357,1,7,18.6
4088,1,0,56,358,1,6,18.6
4089,3,0,56,359,1,3,18.6
4090,2,0,56,360,1,5,18.6
4091,3,0,56,343,4,4,15.8
4092,1,0,56,344,4,5,15.8
4093,3,0,56,345,4,4,15.8
4094,1,0,56,346,4,4,15.8
4095,2,0,56,347,4,5,15.8
4096,0,0,56,348,4,8,15.8
4097,1,0,56,349,4,6,15.8
4098,3,0,56,350,4,3,15.8
4099,3,0,56,351,4,4,15.8
4100,2,0,56,352,4,4,15.8
4101,3,0,56,353,4,3,15.8
4102,3,0,56,354,4,3,15.8
4103,4,0,56,355,4,3,15.8
4104,2,0,56,356,4,5,15.8
4105,0,0,56,357,4,6,15.8
4106,2,0,56,358,4,4,15.8
4107,2,0,56,359,4,4,15.8
4108,2,0,56,360,4,5,15.8
4109,1,0,56,343,6,6,28.5
4110,4,0,56,344,6,3,28.5
4111,0,0,56,345,6,8,28.5
4112,2,0,56,346,6,4,28.5
4113,2,0,56,347,6,6,28.5
4114,1,0,56,348,6,7,28.5
4115,3,0,56,349,6,5,28.5
4116,1,0,56,350,6,5,28.5
4117,2,0,56,351,6,5,28.5
4118,2,0,56,352,6,5,28.5
4119,2,0,56,353,6,5,28.5
4120,1,1,56,354,6,5,28.5
4121,2,0,56,355,6,6,28.5
4122,4,0,56,356,6,4,28.5
4123,1,0,56,357,6,6,28.5
4124,2,0,56,358,6,5,28.5
4125,3,0,56,359,6,4,28.5
4126,1,0,56,360,6,6,28.5
4127,0,0,56,343,10,8,22.0
4128,2,0,56,344,10,4,22.0
4129,0,0,56,345,10,7,22.0
4130,0,0,56,346,10,6,22.0
4131,2,0,56,347,10,6,22.0
4132,3,0,56,348,10,5,22.0
4133,3,0,56,349,10,4,22.0
4134,3,0,56,350,10,3,22.0
4135,1,0,56,351,10,6,22.0
4136,0,0,56,352,10,6,22.0
4137,2,0,56,353,10,5,22.0
4138,2,0,56,354,10,4,22.0
4139,3,0,56,355,10,4,22.0
4140,3,0,56,356,10,4,22.0
4141,2,0,56,357,10,5,22.0
4142,2,0,56,358,10,5,22.0
4143,2,0,56,359,10,4,22.0
4144,2,0,56,360,10,5,22.0
